Block_Device File Inode Blocks
/dev/block/mmcblk0p7 179:7 "/system/bin/uncrypt" 446 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/alarms/Neptunium.ogg" 2015 
/dev/block/mmcblk0p7 179:7 "/system/app/NoiseField/NoiseField.apk" 118 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/CetiAlpha.ogg" 2040 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libsigmajni.so" 1889 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/IMCSubsystem.xml" 709 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libnetd_client.so" 1849 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/3c6676aa.0" 921 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id5-v1.0-RKS.xml" 1119 
/dev/block/mmcblk0p7 179:7 "/system/xbin/ksminfo" 2465 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libfilterfw.so" 1778 
/dev/block/mmcblk0p7 179:7 "/system/fonts/RobotoCondensed-Bold.ttf" 1289 
/dev/block/mmcblk0p7 179:7 "/system/fonts/Roboto-Black.ttf" 1277 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstagefright_soft_mpeg4enc.so" 1926 
/dev/block/mmcblk0p7 179:7 "/system/lib/libdevicepositionnative.so" 1445 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Scarabaeus.ogg" 2180 
/dev/block/mmcblk0p7 179:7 "/system/lib/libwidirtspsink.so" 1642 
/dev/block/mmcblk0p7 179:7 "/system/lib/libmfx_omx_components_sw.so" 1515 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/audio_codec_rt668.hrec" 582 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/DynamicRangeProcessor_V1_4.xml" 764 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/48a195d8.0" 930 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libbacktrace_test.so" 1726 
/dev/block/mmcblk0p7 179:7 "/system/bin/atrace" 186 
/dev/block/mmcblk0p7 179:7 "/system/lib/libwidigateway.so" 1639 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Policy/PolicySubsystem-Volume.xml" 789 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/AVRCP.kl" 2377 
/dev/block/mmcblk0p7 179:7 "/system/lib/libterminalcontextnative.so" 1616 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/a2df7ad7.0" 988 
/dev/block/mmcblk0p7 179:7 "/system/xbin/puncture_fs" 2477 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/7651b327.0" 956 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-DualMicrophoneNoiseReduction_V1_5.xml" 727 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ui/KeypressStandard.ogg" 2209 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/fuse/permissions/android.hardware.sensor.compass.xml" 552 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstepdetectornative.so" 1937 
/dev/block/mmcblk0p7 179:7 "/system/lib/libdrm.so" 1447 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansMalayalamUI-Regular.ttf" 1226 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/DownloadProvider/DownloadProvider.apk" 2245 
/dev/block/mmcblk0p7 179:7 "/system/framework/com.intel.ir94.videocme.jar" 1317 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Andromeda.ogg" 2101 
/dev/block/mmcblk0p7 179:7 "/system/lib/libbacktrace.so" 1418 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansEthiopic-Bold.ttf" 1188 
/dev/block/mmcblk0p7 179:7 "/system/bin/hid" 263 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id25-v1.0-ARU.xml" 1092 
/dev/block/mmcblk0p7 179:7 "/system/bin/bcc" 188 
/dev/block/mmcblk0p7 179:7 "/system/etc/hosts" 661 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/root.pem" 1128 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id27-v1.0-ARU.xml" 1096 
/dev/block/mmcblk0p7 179:7 "/system/lib/libc++.so" 1428 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Settings/Audio/AudioConfigurableDomains-wm8998.xml" 695 
/dev/block/mmcblk0p7 179:7 "/system/etc/route_criteria.conf" 877 
/dev/block/mmcblk0p7 179:7 "/system/lib/libRS.so" 1389 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/5cf9d536.0" 944 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansKannadaUI-Bold.ttf" 1209 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Settings/Policy/PolicyConfigurableDomains.xml" 697 
/dev/block/mmcblk0p7 179:7 "/system/app/LiveWallpapers/LiveWallpapers.apk" 106 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansHebrew-Regular.ttf" 1203 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/F1_MissedCall.ogg" 2049 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libpng.so" 1865 
/dev/block/mmcblk0p7 179:7 "/system/lib/libpowermanager.so" 1541 
/dev/block/mmcblk0p7 179:7 "/system/lib/libminikin.so" 1519 
/dev/block/mmcblk0p7 179:7 "/system/etc/fs_config_files" 516 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_046d_Product_c21f.kl" 2385 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansLaoUI-Bold.ttf" 1218 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/IDU-client-key.pem" 1056 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libliftnative.so" 1830 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/dist_belief" 2431 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libpac.so" 1857 
/dev/block/mmcblk0p7 179:7 "/system/app/Galaxy4/Galaxy4.apk" 62 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libva-tpi.so" 1955 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libRScpp.so" 1701 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Adara.ogg" 2024 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Mira.ogg" 2064 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/1e8e7201.0" 903 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/com.google.android.maps.xml" 21 
/dev/block/mmcblk0p7 179:7 "/system/lib/libmfxhw32.so" 1517 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/fuse/default/power_profile_sofia3gr_mrd6_720.xml" 539 
/dev/block/mmcblk0p7 179:7 "/system/xbin/showmap" 2480 
/dev/block/mmcblk0p7 179:7 "/system/lib64/liblog.so" 1831 
/dev/block/mmcblk0p7 179:7 "/system/lib/libroute-subsystem.so" 1553 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libjpeg.so" 1824 
/dev/block/mmcblk0p7 179:7 "/system/lib64/hw/power.gmin.so" 1682 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_22b8_Product_093d.kl" 2407 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ui/Unlock.ogg" 2214 
/dev/block/mmcblk0p7 179:7 "/system/bin/reboot" 368 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id10-v1.0-ARU.xml" 1064 
/dev/block/mmcblk0p7 179:7 "/system/lib/libvideocme-server.so" 1630 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/compile_grammar.config" 2426 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libharfbuzz_ng.so" 1795 
/dev/block/mmcblk0p7 179:7 "/system/fonts/AndroidClock_Solid.ttf" 1153 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/e775ed2d.0" 1027 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libhwcwidi.so" 1798 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libva.so" 1956 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/GooglePackageInstaller/GooglePackageInstaller.apk" 2261 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstagefright_soft_hevcdec.so" 1922 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libsoundpool.so" 1896 
/dev/block/mmcblk0p7 179:7 "/system/bin/keystore" 288 
/dev/block/mmcblk0p7 179:7 "/system/lib/libstagefright_soft_avcdec.so" 1588 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/0d69c7e1.0" 891 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/com.intel.extmode.xml" 12 
/dev/block/mmcblk0p7 179:7 "/system/lib/libdl.so" 1446 
/dev/block/mmcblk0p7 179:7 "/system/framework/javax.obex.jar" 1335 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/media_xxov5648.hrec" 627 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/phonelist" 2450 
/dev/block/mmcblk0p7 179:7 "/system/lib/libnfc_ndef.so" 1527 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/sensors_iio_intel.hrec" 645 
/dev/block/mmcblk0p7 179:7 "/system/bin/logd" 300 
/dev/block/mmcblk0p7 179:7 "/system/bin/sensorservice" 390 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/60afe812.0" 947 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/input_mean_std_dev" 2442 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libremote-processor.so" 1877 
/dev/block/mmcblk0p7 179:7 "/system/xbin/procmem" 2475 
/dev/block/mmcblk0p7 179:7 "/system/etc/audio_policy_criteria.conf" 485 
/dev/block/mmcblk0p7 179:7 "/system/lib64/hw/lights.gmin.so" 1679 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/endpointer_voicesearch.config" 2435 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/9339512a.0" 976 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/gralloc_byt_0157.hrec" 599 
/dev/block/mmcblk0p7 179:7 "/system/etc/rocs/lnp_bt_self_tests.ft" 873 
/dev/block/mmcblk0p7 179:7 "/system/bin/servicemanager" 393 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Pegasus.ogg" 2165 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libcamera_metadata.so" 1739 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/87753b0d.0" 969 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/g2p_fst" 2437 
/dev/block/mmcblk0p7 179:7 "/system/etc/firmware/maxtouch.cfg" 510 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/android.hardware.sensor.stepdetector.xml" 33 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/08aef7bb.0" 889 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/10531352.0" 892 
/dev/block/mmcblk0p7 179:7 "/system/xbin/librank" 2467 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/MidEvilJaunt.ogg" 2152 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/SstSubsystem-common.xml" 711 
/dev/block/mmcblk0p7 179:7 "/system/lib/hw/audio.primary.gmin.so" 1361 
/dev/block/mmcblk0p7 179:7 "/system/lib/libstagefright_soft_vpxenc.so" 1602 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-TrafficNoiseReduction_V1_2.xml" 749 
/dev/block/mmcblk0p7 179:7 "/system/lib/libinput.so" 1482 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstagefright_soft_aacenc.so" 1913 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/9685a493.0" 980 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/camera_fallback.hrec" 591 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/moonbeam.ogg" 2092 
/dev/block/mmcblk0p7 179:7 "/system/rt/wifi/virtual.txt" 2331 
/dev/block/mmcblk0p7 179:7 "/system/lib/libpac.so" 1530 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/BackupRestoreConfirmation/BackupRestoreConfirmation.apk" 2222 
/dev/block/mmcblk0p7 179:7 "/system/framework/com.google.widevine.software.drm.jar" 1311 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/add67345.0" 993 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/audio_codec_rt564x_ecs28a.hrec" 570 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id13-v1.0-ARU.xml" 1070 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/WindNoiseReduction_V1_1.xml" 782 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/power_fallback.hrec" 628 
/dev/block/mmcblk0p7 179:7 "/system/lib/libfilterfw.so" 1458 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libui.so" 1948 
/dev/block/mmcblk0p7 179:7 "/system/framework/bmgr.jar" 1302 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libsonic.so" 1894 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/GameOverGuitar.ogg" 2139 
/dev/block/mmcblk0p7 179:7 "/system/lib/libradio_metadata.so" 1546 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id15-v1.0-ARU.xml" 1074 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/c491639e.0" 1004 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/SpectralDualMicrophoneNoiseReduction_V2_0.xml" 773 
/dev/block/mmcblk0p7 179:7 "/system/usr/hyphen-data/hyph-en-us.hyb" 2348 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/9576d26b.0" 977 
/dev/block/mmcblk0p7 179:7 "/system/xbin/rawbu" 2478 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_1689_Product_fe00.kl" 2398 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansOriyaUI-Regular.ttf" 1240 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Altair.ogg" 2026 
/dev/block/mmcblk0p7 179:7 "/system/bin/arping" 183 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libril.so" 1878 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/fuse/default/audio_hw_bytcr.xml" 520 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/lights_fallback.hrec" 611 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/sensors_bmg0160_gyro.hrec" 639 
/dev/block/mmcblk0p7 179:7 "/system/lib/libvideocme-jni.so" 1629 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libjhead_jni.so" 1819 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/VpnDialogs/VpnDialogs.apk" 2303 
/dev/block/mmcblk0p7 179:7 "/system/lib64/hw/audio.usb.default.so" 1673 
/dev/block/mmcblk0p7 179:7 "/system/etc/dhcpcd/dhcpcd-hooks/20-dns.conf" 498 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libcamera_client.so" 1738 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/d64f06f3.0" 1018 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Backroad.ogg" 2106 
/dev/block/mmcblk0p7 179:7 "/system/bin/logcat" 299 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/endpointer_model.mmap" 2434 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/111e6273.0" 893 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/SharedStorageBackup/SharedStorageBackup.apk" 2287 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/fuse/permissions/android.hardware.sensor.barometer.xml" 551 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/intel_ipu4_bxtB0.hrec" 609 
/dev/block/mmcblk0p7 179:7 "/system/bin/iptables" 287 
/dev/block/mmcblk0p7 179:7 "/system/etc/ipcbox/ipcbox_tests_sh" 665 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/SilkyWay.ogg" 2184 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Heaven.ogg" 2055 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/fast-mschapv2.pac" 1059 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id21-v1.0-ARU.xml" 1084 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/c7e2a638.0" 1007 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id13-v1.0-RKS.xml" 1071 
/dev/block/mmcblk0p7 179:7 "/system/lib/libart.so" 1403 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Xenon.ogg" 2089 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libdefcontainer_jni.so" 1753 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ui/KeypressSpacebar.ogg" 2208 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/VoiceGain_V1_0.xml" 779 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/ed524cf5.0" 1031 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libaudioeffect_jni.so" 1715 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/2add47b6.0" 910 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/ff783690.0" 1041 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/ManagedProvisioning/ManagedProvisioning.apk" 2269 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Funk_Yall.ogg" 2138 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Fomalhaut.ogg" 2053 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id26-v1.0-RKS.xml" 1095 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/android.hardware.usb.accessory.xml" 27 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/GooglePartnerSetup/GooglePartnerSetup.apk" 2263 
/dev/block/mmcblk0p7 179:7 "/system/bin/patchoat" 348 
/dev/block/mmcblk0p7 179:7 "/system/lib/libremote-processor.so" 1549 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-WindNoiseReduction_V1_1.xml" 754 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansOriyaUI-Bold.ttf" 1239 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libdl.so" 1756 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Zeta.ogg" 2200 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libdtwgesturejni.so" 1761 
/dev/block/mmcblk0p7 179:7 "/system/lib/libstdc++.so" 1607 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/AmbientNoiseAdapter_V2_5.xml" 757 
/dev/block/mmcblk0p7 179:7 "/system/lib/libsensorservice.so" 1557 
/dev/block/mmcblk0p7 179:7 "/system/bin/halctl" 260 
/dev/block/mmcblk0p7 179:7 "/system/xbin/dexdump" 2463 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/MediaProvider/MediaProvider.apk" 2271 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libskia.so" 1891 
/dev/block/mmcblk0p7 179:7 "/system/lib/libstagefright_soft_vpxdec.so" 1601 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ui/WirelessChargingStarted.ogg" 2217 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Paradise_Island.ogg" 2164 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansKhmerUI-Bold.ttf" 1214 
/dev/block/mmcblk0p7 179:7 "/system/lib/hw/bluetooth.default.so" 1366 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Lyra.ogg" 2150 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/phonemes.syms" 2452 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Capella.ogg" 2038 
/dev/block/mmcblk0p7 179:7 "/system/lib/libimsapp.so" 1481 
/dev/block/mmcblk0p7 179:7 "/system/lib/libwidirtspsink_jni.so" 1643 
/dev/block/mmcblk0p7 179:7 "/system/priv-app/ProxyHandler/ProxyHandler.apk" 2279 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansDevanagari-Regular.ttf" 1185 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/sigma.conf" 1129 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Savannah.ogg" 2179 
/dev/block/mmcblk0p7 179:7 "/system/usr/idc/atmel_mxt_ts.idc" 2367 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Arcturus.ogg" 2030 
/dev/block/mmcblk0p7 179:7 "/system/lib64/hw/vibrator.gmin.so" 1686 
/dev/block/mmcblk0p7 179:7 "/system/bin/bmgr" 191 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/audio_codec_rt282.hrec" 565 
/dev/block/mmcblk0p7 179:7 "/system/lib/libOpenMAXAL.so" 1387 
/dev/block/mmcblk0p7 179:7 "/system/bin/content" 210 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libsoundtrigger.so" 1897 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_054c_Product_0268.kl" 2389 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/pizzicato.ogg" 2094 
/dev/block/mmcblk0p7 179:7 "/system/etc/dptf/dv/dptf.dv" 503 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/gralloc_hsw_0A16.hrec" 605 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-NonLinearFilter_V1_2.xml" 742 
/dev/block/mmcblk0p7 179:7 "/system/lib64/videoP2P/libwebrtc-video-p2p-jni.so" 1996 
/dev/block/mmcblk0p7 179:7 "/system/bin/pngtest" 356 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/ppsmo/pps-mo-id22-v1.0-RKS.xml" 1087 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/21855f49.0" 906 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/DualMicrophoneNoiseReduction_V1_5.xml" 763 
/dev/block/mmcblk0p7 179:7 "/system/lib/libHs20nativebinderService.so" 1385 
/dev/block/mmcblk0p7 179:7 "/system/app/videoP2P/videoP2P.apk" 173 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/ringtones/Seville.ogg" 2182 
/dev/block/mmcblk0p7 179:7 "/system/etc/hald/hrec.d/audio_codec_rt262.hrec" 564 
/dev/block/mmcblk0p7 179:7 "/system/app/Autocall/Autocall.apk" 16 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/3d441de8.0" 924 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libmtp.so" 1845 
/dev/block/mmcblk0p7 179:7 "/system/lib/libcameraservice.so" 1434 
/dev/block/mmcblk0p7 179:7 "/system/xbin/showslab" 2481 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/27af790d.0" 909 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libpciaccess.so" 1861 
/dev/block/mmcblk0p7 179:7 "/system/xbin/cpustats" 2462 
/dev/block/mmcblk0p7 179:7 "/system/lib/libandroidfw.so" 1401 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libfuse.so" 1784 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_046d_Product_c299.kl" 2387 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/4fbd6bfa.0" 934 
/dev/block/mmcblk0p7 179:7 "/system/lib/libradioservice.so" 1547 
/dev/block/mmcblk0p7 179:7 "/system/lib/libsoftkeymasterdevice.so" 1564 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libinputservice.so" 1806 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libwebrtc_session.so" 1966 
/dev/block/mmcblk0p7 179:7 "/system/etc/sigma/IDM-client-cert.pem" 1052 
/dev/block/mmcblk0p7 179:7 "/system/app/BasicDreams/BasicDreams.apk" 18 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/android.hardware.sensor.light.xml" 4 
/dev/block/mmcblk0p7 179:7 "/system/fonts/NotoSansMyanmar-Bold.ttf" 1230 
/dev/block/mmcblk0p7 179:7 "/system/etc/updatecmds/google_generic_update.txt" 1140 
/dev/block/mmcblk0p7 179:7 "/system/usr/srec/en-US/graphemes.syms" 2439 
/dev/block/mmcblk0p7 179:7 "/system/bin/shcli" 401 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libstagefright_enc_common.so" 1908 
/dev/block/mmcblk0p7 179:7 "/system/bin/wfa_send_ping" 458 
/dev/block/mmcblk0p7 179:7 "/system/lib/libstagefright_avc_common.so" 1576 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/5a250ea7.0" 942 
/dev/block/mmcblk0p7 179:7 "/system/lib/libaudiopolicyservice.so" 1410 
/dev/block/mmcblk0p7 179:7 "/system/lib/libva-tpi.so" 1626 
/dev/block/mmcblk0p7 179:7 "/system/usr/keylayout/Vendor_0079_Product_0011.kl" 2379 
/dev/block/mmcblk0p7 179:7 "/system/etc/bluetooth/bt_did.conf" 489 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/android.software.sip.voip.xml" 2 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/76579174.0" 957 
/dev/block/mmcblk0p7 179:7 "/system/etc/security/cacerts/c90bc37d.0" 1008 
/dev/block/mmcblk0p7 179:7 "/system/media/audio/notifications/Argon.ogg" 2031 
/dev/block/mmcblk0p7 179:7 "/system/lib/libclcore_x86.bc" 1438 
/dev/block/mmcblk0p7 179:7 "/system/framework/framework.jar" 1329 
/dev/block/mmcblk0p7 179:7 "/system/framework/com.intel.widi.sink.jar" 1320 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/SpectralModuleController_V1_0.xml" 775 
/dev/block/mmcblk0p7 179:7 "/system/etc/permissions/com.intel.sigma.sigmaapi.xml" 8 
/dev/block/mmcblk0p7 179:7 "/system/lib/libsurfaceflinger_ddmconnection.so" 1611 
/dev/block/mmcblk0p7 179:7 "/system/lib/libstagefright_httplive.so" 1581 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/icdg/AcousticEchoCanceler_V1_6.xml" 756 
/dev/block/mmcblk0p7 179:7 "/system/etc/parameter-framework/Structure/Audio/cavs/cavs-SpectralNoiseReduction_V2_0.xml" 748 
/dev/block/mmcblk0p7 179:7 "/system/etc/rocs/cg2k_gnss_self_tests.ft" 869 
/dev/block/mmcblk0p7 179:7 "/system/lib64/libaesni_jni.so" 1705 
